annual_salary,other_income,investments,deductions,age,tax_paid
2497905,195543,130078,34426,44,578430.53
4426405,443071,150000,60532,58,1242990.53
4397079,49086,52967,89376,48,1132192.46
2787551,149979,150000,9933,53,656010.26
4309070,248399,150000,31979,56,1154552.88
3598116,464911,75723,45047,27,1019384.18
2709907,179559,150000,4137,43,642822.65
2006210,422374,112620,11423,46,508416.79
4189284,413509,137740,89851,34,1154463.02
226616,438977,80880,34482,62,13048.05
4342887,99468,8195,44156,48,1159081.25
1434215,295531,102658,52483,44,280676.76
4038187,433966,57995,34754,27,1155774.05
4601207,68602,130112,36312,56,1194456.12
1238218,414472,38250,23363,59,285816.02
552365,493857,147148,17085,35,82053.71
2584775,398810,15376,56889,23,697731.84
4309404,2460,150000,79951,22,1062956.86
561309,72356,64723,56414,27,11051.46
4450167,316842,43442,47052,36,1248472.68
3518843,259925,5392,86934,41,939569.9
2117577,363890,150000,32691,29,506618.11
2792806,16191,24809,72195,32,635541.82
1751899,84631,115095,86180,49,299599.56
977635,245702,131765,54697,44,114270.0
913340,272673,99473,3044,53,127450.75
478495,32175,94769,3883,34,5824.94
3480931,279819,150000,31712,63,906059.86
1031257,436374,74710,84860,38,197515.03
2046357,308942,11352,21545,25,513989.42
2079262,333054,150000,18204,35,489562.94
3843327,392544,136064,23268,27,1061280.17
1523173,157048,53076,81298,45,271704.26
1922199,194188,23354,93907,34,413127.31
2899134,340822,134384,84383,60,732010.97
3230486,62821,45833,36139,56,791336.52
4180053,12204,4318,75652,55,1072433.54
900033,448881,112363,95661,64,145357.68
4101403,269538,99992,96940,44,1091690.81
334445,246464,66003,28436,35,9696.44
4797855,326958,150000,68324,31,1320224.57
2045700,33593,107841,97685,44,374015.3
2866981,435180,100726,4125,31,786960.72
4020671,208260,89199,69142,64,1059424.08
4287138,115064,119195,41534,37,1112739.58
1071535,492492,150000,98524,26,199836.94
1983611,53365,107507,86842,41,364299.62
1942166,240644,150000,42973,28,410229.14
1235408,393659,108173,76369,35,240091.8
1661312,220511,28273,87533,52,340397.3
2775606,492274,150000,33521,30,751720.01
696440,421396,29473,95484,48,105118.83
1671926,442007,61410,7488,35,427450.92
1652137,479871,128536,39974,32,402011.38
3073524,206971,144751,42448,63,754508.35
2942455,436881,92981,7938,38,812266.1
2469409,103700,45310,51113,57,562126.03
1903820,359221,83406,15770,64,464525.88
495599,396681,150000,52635,44,42046.16
1757009,68247,112765,72171,57,301179.84
797904,182631,25992,74165,49,81718.62
3957454,156270,29433,57822,30,1045658.33
316841,316884,25933,49934,34,14634.46
369934,153560,150000,65526,36,414.34
4122750,169587,150000,97204,57,1051481.5
1335270,482360,150000,21487,31,302996.62
437068,290042,140842,53319,46,12113.35
3839688,395135,69285,12869,60,1085032.73
4349287,181142,110121,74755,39,1145212.54
1804243,62613,122747,40797,38,320833.34
1051161,96707,150000,56298,50,94446.56
4972945,373921,111682,82209,52,1397128.2
905356,479351,23439,82299,43,188438.33
1838846,475717,95826,44933,32,467626.85
4430987,47003,142173,76579,33,1118282.26
3459819,48478,92776,9570,41,852056.71
1659410,407650,119070,6886,41,395024.45
524934,439462,150000,67494,49,53955.62
2002466,429865,92345,43087,49,506032.49
4021615,59030,112923,90177,47,999194.04
2582865,184133,83459,67719,49,605535.84
997583,395215,150000,94606,35,147635.9
664310,145921,150000,3774,32,35143.06
3914755,469655,119598,29018,61,1110967.73
757242,246160,150000,85839,39,58253.1
3327640,314944,150000,14272,32,874633.34
968223,267589,87971,22586,43,140479.56
4503677,494148,150000,33545,25,1291455.36
4298535,149112,123299,2566,46,1137795.98
4953292,457531,150000,76489,30,1406912.21
1372304,262390,25236,65355,42,271160.14
1843909,31153,114679,31696,59,328750.34
2199117,267356,150000,72940,43,489382.3
1119134,134411,80570,98382,31,124673.02
2055797,481894,96621,67117,48,530073.34
3129735,56238,9442,79602,51,755641.85
4836440,412610,56437,40735,28,1396785.94
711162,316015,150000,73375,59,65790.82
2770725,362816,78179,50637,48,726874.2
3611134,470938,150000,22129,36,1009302.22
2626277,296751,150000,30845,51,644961.1
3400450,52055,150000,79449,61,794993.47
2479042,104509,150000,66500,36,527919.91
1517621,135467,125608,10739,25,262623.19
3837967,127378,150000,58172,55,961637.98
2567893,408506,64557,2673,45,697060.73
1640351,87687,72752,31171,33,296123.88
2098917,327222,48534,89179,49,503388.91
939574,396907,104303,10624,47,170524.85
4271495,400686,150000,66764,60,1179490.1
525437,397057,123295,52930,37,53823.95
2016760,102652,115287,34608,57,403889.3
2291013,325341,7288,49649,58,587938.1
3830623,55773,109570,82456,49,942043.44
3881890,410992,95547,19689,54,1092825.55
1072834,202668,81122,63503,50,142233.62
4837370,381087,150000,72660,51,1348088.66
819696,27584,32400,42124,42,59333.25
4272250,244901,122609,96875,45,1130272.1
4312732,397516,132639,7587,24,1215246.86
4514366,265482,47878,3527,55,1264674.22
1232499,62601,48850,33067,61,167913.1
4020888,136559,132166,51538,64,1029207.82
3176030,36282,142207,69499,29,725589.07
2531348,226137,79044,37455,46,613387.63
4601913,377591,45113,20243,47,1322614.18
2212755,95798,58791,32693,47,481125.53
4677310,130963,9684,69231,38,1264959.7
3006284,470032,92783,74648,50,821772.12
2050924,370755,71727,32059,51,512582.62
3086569,159876,83378,58867,62,757910.4
3550448,140987,58552,72778,23,900152.76
1814099,273302,139118,75477,49,373715.47
1341452,205229,4934,55283,27,253176.77
1430796,10547,150000,63853,38,172376.88
313936,350857,150000,20001,36,10129.18
4410583,264603,1354,2700,52,1246793.18
3449479,421984,104777,50157,58,948957.05
3712305,63146,95352,18085,45,931948.37
4480428,365721,53046,63883,64,1264916.64
2112493,444086,111098,58147,52,534248.21
2633351,107761,65064,13339,39,620165.21
2389063,365871,57184,15834,23,626157.79
3182202,312604,134035,76620,55,814055.11
3019182,82970,27424,29543,49,739497.72
1193978,191889,134114,35930,31,168736.78
647244,169319,7139,41074,26,58416.8
2673188,15419,11226,97438,39,594342.22
4632027,493769,105234,60673,57,1336885.37
3679000,35577,83652,29044,47,913186.87
1038927,2921,150000,78673,25,67740.4
282806,397892,70647,34905,46,18230.37
4225345,479177,68617,54004,55,1218953.11
3029045,493937,150000,62761,39,822188.95
1478673,442900,138874,71484,37,323299.08
4315741,144535,150000,98103,55,1103597.98
3657521,156546,150000,96725,33,902410.7
4884013,303079,150000,97407,34,1330581.72
4831889,125534,148537,83725,50,1263650.23
3577932,460221,139066,88333,63,978355.25
2654698,256872,3531,69105,37,675147.41
2479023,451812,140415,26012,57,651895.3
2638710,72828,150000,63696,35,568726.7
698512,123649,137301,78513,38,24720.18
3700967,484161,94311,97585,34,1035288.38
967442,351206,82124,21694,34,168426.96
675278,55152,150000,44388,53,12274.18
2130440,220073,44069,98760,58,478197.41
579593,358635,140596,82368,31,47374.91
694955,223393,121907,32835,31,57430.05
1720180,86569,88074,67398,46,304598.42
1826528,334611,108345,18186,23,424197.7
3114611,445792,150000,29545,45,844227.7
2987976,459843,139175,44391,37,807846.94
1508014,156844,150000,73855,42,238992.94
2447680,409579,54203,45788,49,649667.62
4862315,159562,146162,28401,46,1301761.97
3021839,452220,15915,97764,54,837838.56
498783,122537,41477,58611,46,11504.06
3576910,53806,150000,12202,29,871576.37
3802571,393476,150000,63368,60,1031995.85
1337613,75992,116740,85658,31,167296.58
4079928,284464,122217,33135,27,1102620.48
4055288,341115,146101,88121,50,1088000.47
2315226,258852,89067,63535,22,544900.51
1540683,173217,53520,14897,50,302790.7
3830400,194760,70053,21291,24,1016750.59
3054119,310725,51464,98362,34,792485.62
2873705,485777,150000,53408,33,774095.09
3797170,355789,150000,73830,45,1015288.25
3505610,20754,150000,54093,33,825948.55
653222,69837,25357,4507,33,42784.56
2288618,138279,132316,28854,57,496306.82
2799327,421136,67952,15475,64,768155.23
4600852,218811,48061,44905,26,1264129.46
4845287,385890,6490,79870,46,1394582.9
2793157,114780,77219,84366,34,646261.82
2997909,87081,126305,92814,28,683551.75
3149311,286160,5839,84285,44,833148.26
417314,489850,24992,96047,42,62114.0
2835122,322666,113154,40185,60,726788.09
3666032,383040,150000,64398,59,985818.29
948692,467308,56249,90608,41,185372.62
2582962,447284,150000,96682,63,657871.97
3666689,112099,103313,76593,46,912251.18
2276775,151174,50734,26427,30,522845.86
1814694,366573,150000,55535,33,405828.38
781904,264068,125626,76572,62,74104.99
4665669,85015,24260,63690,34,1244173.01
3488210,104987,150000,14060,29,859290.74
4081143,54333,61852,50641,27,1044570.7
3346779,215530,28380,13607,59,887740.46
2145537,477412,71257,63560,51,565697.18
2241381,177171,150000,64213,36,477153.77
278116,188418,4930,89610,28,3743.69
584370,126372,135425,61776,35,11104.13
2222643,206553,138904,48864,45,488725.54
3574659,443278,150000,85309,58,969579.94
3652629,393522,54017,32970,61,1024659.17
719385,350639,150000,98534,35,69469.92
3728880,69767,150000,28210,45,918976.34
1772138,104332,150000,44088,27,314303.18
2217337,143279,80630,60035,46,482024.71
2523724,301570,150000,11683,28,620446.63
2428531,6336,31280,2962,38,538395.0
1829753,374344,124130,62248,41,418928.33
426256,206238,142312,95536,36,4921.59
620539,279400,150000,94673,23,34895.33
3573307,230517,150000,35552,21,918300.86
750242,180889,6544,99107,33,70299.84
3697831,499920,150000,45321,52,1038158.16
3048439,295863,148404,47350,32,771746.98
4920553,304161,150000,63565,51,1352878.49
2722919,45704,14388,43861,61,635036.69
2221835,292157,1694,39164,22,561017.81
999687,342135,127727,82095,61,142584.0
4049091,332402,88202,44963,28,1114878.34
3731674,340492,113057,71227,45,1002419.18
2620872,226884,49294,3532,25,661418.16
3127503,167848,38769,20733,22,798984.89
550679,272204,150000,83463,62,21199.36
2626105,471808,113289,43114,58,707151.12
1304381,399871,102885,79018,59,264372.89
2216328,219182,37855,92217,23,508696.66
4632787,312067,132532,5456,58,1289142.19
470146,78563,47646,3413,42,10277.8
4501828,135102,150000,7085,60,1187111.64
744026,89779,140907,27937,53,36911.89
4142863,164361,113947,20563,52,1091286.77
4508080,412955,10910,74868,37,1298000.18
4574798,99704,82757,37575,38,1210301.04
4672089,261757,8463,7386,23,1323815.06
1590254,391301,144408,91873,26,333925.49
468449,110234,26534,59150,33,10035.95
3050774,323831,133441,29572,51,791416.7
4630675,36491,150000,98960,37,1167880.27
4375318,226621,112296,35271,41,1179164.06
846275,334259,85094,49810,36,116091.04
324591,380079,87905,64260,37,13521.04
839104,345922,25407,76566,52,127312.54
2798133,397997,62552,13138,21,762977.28
4661213,20448,150000,47369,58,1188499.1
3497154,313694,92303,15646,28,944704.49
1534649,49294,150000,28812,21,227800.87
1408468,283590,150000,88958,22,242767.2
1360152,338723,71908,76181,57,273245.23
3941104,216461,124506,14628,44,1043150.47
1183667,376823,22369,24486,47,261654.12
3423253,85615,150000,87945,40,809927.98
2565885,17101,5900,39266,41,581199.84
1080096,459394,40733,88268,62,229472.57
3790437,290160,87236,46557,57,1020802.85
2401340,150004,131661,84961,55,517833.26
2914766,437869,60044,77731,58,792436.32
3124537,90481,150000,84258,35,719397.12
4984377,52802,150000,16494,62,1309053.72
1792173,269693,85553,21571,50,399279.5
1827059,210005,88435,34486,24,386612.62
1274477,156434,49008,88436,63,192961.7
1673300,47842,66794,61635,59,286326.46
497584,46539,79134,125,35,8572.93
1605802,33717,133938,48814,43,243911.3
1092015,447812,52890,19318,61,247297.13
4975275,246281,115259,62363,35,1363107.41
2683502,416232,150000,43162,46,696250.46
2168067,186272,150000,7590,32,474785.69
1851348,473484,29404,34850,38,494700.34
3071259,453503,65223,12134,26,864990.36
1054741,115042,637,25230,38,146301.79
3552214,127922,103186,15058,44,900710.3
2223615,92447,15828,79837,58,482163.86
3210087,345546,150000,27039,48,843521.33
4844081,304751,101976,65820,35,1343483.23
341449,158693,45097,38334,39,6068.97
2875032,12823,113271,43525,25,641490.41
4690224,29986,32022,84194,24,1225846.13
3218439,121682,32202,28443,37,812596.51
1828662,64325,28704,3972,30,369817.03
335370,390069,91411,64936,32,16971.14
1056636,250476,129688,91703,25,128144.95
3169791,57771,23641,79215,27,764308.27
4232516,54973,37479,29519,64,1106193.19
4842681,145762,22027,91240,43,1310454.91
3144236,301251,42912,97484,22,820588.39
4886134,57888,108227,79914,50,1273234.87
1116004,10956,128773,75864,57,90443.18
1793786,86839,109658,55881,25,324506.83
627244,449443,42692,24732,40,108526.7
4898981,167605,98884,17673,46,1333809.05
3755912,488426,32209,75909,64,1079900.64
4913199,449450,150000,5720,64,1413961.85
1475393,101131,56738,59115,59,245129.35
2714368,329738,37242,51940,26,711336.29
2289319,187973,141013,5153,49,516711.31
2409821,11519,138145,71762,30,479367.1
992330,162187,107966,68512,36,102032.11
4674843,459482,150000,38019,54,1332647.47
1942955,1832,150000,84833,51,322905.65
466150,434584,150000,16587,56,51302.58
2986905,481641,150000,18206,61,819106.08
2045964,113922,66457,91471,25,414010.9
689415,105474,129257,95169,53,17256.3
3244287,69715,68309,10736,63,798706.58
3703548,333979,86496,6971,39,1019946.72
846012,73366,150000,56577,52,46862.61
1835765,37570,110078,75043,43,316122.77
2785181,481193,150000,25724,23,753682.8
2469798,137687,1865,87702,21,574990.42
4381726,465514,96242,78694,56,1247158.85
3639289,38311,28887,91310,61,899309.74
2205534,352389,150000,55155,48,523463.62
332659,103187,96047,11108,59,1491.93
2798475,285578,150000,77613,25,680609.28
839872,86879,128863,69711,33,50060.82
4055798,15739,40478,56938,31,1029325.75
3159470,66202,150000,68498,42,727638.29
1136320,98580,150000,79152,43,107795.58
4086912,224491,111750,97789,32,1069181.57
4661902,79599,13394,17751,41,1259031.07
1847824,164721,140334,70746,39,351457.08
1350997,231436,4487,32390,25,271613.47
3583973,440661,150000,15993,44,993295.99
4325903,116770,108924,60403,50,1122683.95
632829,301614,144642,26859,28,57291.94
4611054,337109,57268,20878,22,1308845.3
4514896,387476,29605,80459,54,1284600.1
434000,179693,71602,99124,43,7434.28
3077429,391825,150000,27100,23,816552.05
522137,426142,78206,89622,44,60933.81
3223504,261051,150000,62284,38,810348.55
2805221,114300,93375,59976,57,652445.04
4120367,300141,150000,40023,51,1109311.32
3563244,191012,150000,47709,34,899042.66
4773957,171796,93937,98107,21,1272557.21
2500269,359949,56921,76553,34,640144.13
4631373,162776,60760,54524,61,1249205.88
766510,384346,141321,85049,25,90893.09
4181383,421607,67847,44974,51,1190332.73
1490894,456507,97547,46478,51,352053.31
908092,482939,43839,53768,50,192948.29
1297996,241942,39673,80396,56,232399.13
799792,2526,3642,73622,21,49411.23
1775326,417902,137410,48544,23,415669.49
2568756,335483,51761,18050,40,673741.54
4126690,491420,9622,19784,63,1221075.65
868629,268718,48423,11774,63,125470.8
1902457,270877,42873,34968,41,443193.82
1371248,312434,47565,58236,50,281698.87
3804886,334937,138878,77678,62,1013459.3
1583640,36051,757,50135,64,278865.29
713953,15909,150000,23007,50,14425.84
4438340,482898,6220,25158,25,1315036.32
4763653,77338,108408,71587,30,1243630.75
885503,335576,91851,97112,44,113280.13
622641,290277,150000,4115,59,56431.02
2123217,182643,93329,84560,26,453326.95
537283,79062,127636,59317,30,6728.38
1778232,181980,150000,6371,62,352198.39
4977421,404494,28288,94226,63,1430333.11
591180,373690,74492,39355,30,75612.78
3899243,51458,19109,97956,45,985494.43
2697934,457481,134569,43375,34,718370.95
778110,449998,57326,74616,59,131403.79
4418346,317559,9864,67419,33,1242890.06
4802606,222159,87562,70357,31,1307855.95
2910864,316304,74310,8338,59,770490.24
4543699,316543,119454,22007,31,1261659.67
3910879,287442,21017,2477,36,1091946.02
3335609,231946,132893,78671,53,836469.19
1135783,153263,50337,42423,61,162641.23
2359932,450180,150000,75973,61,595651.37
3106492,164164,83557,48100,52,768767.69
1965520,89407,150000,75038,30,360325.37
3734150,206329,10372,29236,35,1006471.75
1941888,497165,100050,368,36,519054.12
3446434,62513,93938,25839,63,846821.04
322019,313241,71333,73098,47,9923.11
4766156,423495,16283,7139,52,1401263.45
1965317,145476,40857,27141,26,426752.04
379001,463238,51772,64262,56,49650.64
3092927,35198,150000,6704,28,716483.35
3445988,225295,95856,1887,45,904344.48
884494,312141,150000,11975,27,113809.28
3327022,471908,150000,544,37,927696.43
4048189,393783,6107,84984,50,1146874.87
793731,454248,35561,88366,22,140104.22
2616826,264323,150000,46323,37,627065.71
4490447,2019,150000,50382,24,1128530.21
4063741,81455,13138,23926,46,1071137.18
344771,216311,150000,96538,34,756.29
1208923,149776,124143,13333,28,170421.58
3198111,149102,150000,16942,25,781644.55
2020908,389027,18632,80220,25,510457.9
1917534,331589,47547,91624,25,447705.02
311362,335695,12100,22447,47,26002.08
4116533,3420,47930,74397,25,1036659.31
2236503,322019,150000,24833,23,533110.97
4570602,178725,53025,82990,58,1228753.34
2880990,16740,78944,66586,50,648086.4
4867592,327407,150000,85958,21,1336620.79
2562854,105789,150000,21530,28,568499.26
2609409,489080,149532,47060,33,694791.86
3250999,457775,91641,81292,40,892582.39
1939122,19465,96920,69558,26,348538.01
3251622,444648,132533,41104,28,888461.5
2986281,4131,42362,2634,50,708369.79
975292,10652,28610,65210,60,84161.79
4127352,458189,104334,92681,35,1158620.11
2533647,218115,150000,7288,30,598875.89
3923234,440363,7717,74528,53,1125181.82
2110217,309815,64022,34253,29,513788.18
1800741,245289,150000,27005,53,372535.8
389073,89342,51645,49824,29,4001.19
559281,281315,29550,77702,34,51135.55
3307548,217201,134648,93601,52,817908.0
4614011,259820,40868,53574,57,1280569.37
2538401,186764,98039,17798,26,603510.34
1285610,58541,150000,60712,25,143032.97
4565693,9470,136800,29301,24,1165027.34
4058884,192416,32800,55267,36,1088328.7
1259165,44308,10886,3894,30,191472.22
4133817,443855,150000,3846,51,1169633.71
3706172,414542,45805,63571,51,1040937.46
1025963,135669,32532,14481,34,137161.13
776515,102840,112765,42154,33,49282.69
2562460,161860,28688,51176,24,614470.27
4487382,458236,142135,56628,46,1270418.76
2250053,49477,23089,95757,44,469773.41
959401,108261,150000,8048,29,87799.71
2185681,102466,150000,27386,55,447957.43
2761913,295215,150000,33336,62,686023.1
2019231,463819,33585,23853,35,546190.94
4267784,455139,150000,34713,44,1205321.52
3535379,70560,2438,57690,51,895693.03
1749317,466467,93095,16791,39,446440.18
4462511,255392,150000,69764,22,1192819.37
1088698,261278,150000,77481,22,139618.44
3686142,450708,148055,41573,61,1020933.26
2408578,424986,14026,39899,56,656647.37
1759657,338906,120168,90217,57,378511.54
2431946,166471,50998,14975,54,579522.53
4080323,472164,150000,73247,59,1140122.88
745726,244413,57013,12105,39,90172.37
2880259,188511,51039,49645,58,715442.83
642244,437631,150000,30146,43,85743.63
690999,405785,150000,80774,36,78730.08
3389189,2369,150000,3868,64,799559.28
607407,372107,106446,53537,26,69062.45
1071158,228629,98452,44294,46,150396.79
1503306,262672,144177,61264,42,276287.54
620602,108806,67182,75596,44,20619.04
4032809,161386,52147,5433,60,1080023.88
1827650,102979,75400,22612,41,361176.5
256635,411263,46434,17822,50,24157.54
3062349,281892,26515,34120,31,813885.07
2543136,35109,58001,41004,29,562922.88
4622888,13919,150000,21294,32,1182640.06
3764360,309642,150000,84300,46,987387.02
1920444,317952,148032,70096,58,419723.62
285166,211864,109591,82119,23,276.64
2673006,70441,45778,81096,53,605770.78
3643571,375987,150000,4424,35,995321.81
4178966,336564,95849,40615,25,1155668.59
4064856,422122,103083,26863,44,1148793.98
497883,369591,150000,29469,31,41705.04
4557356,464702,101276,23184,53,1317450.58
4352567,66896,56908,89446,43,1122610.01
956079,103431,150000,87940,30,69486.56
3833646,415162,150000,35175,63,1057253.5
1643401,47020,149501,54649,48,253116.55
815416,205338,94048,63872,59,78069.47
4291373,284305,145919,69327,37,1149854.78
2458233,27738,150000,32208,64,508174.06
3211165,134997,34256,52445,46,806351.83
2932406,401679,127025,51998,45,773779.34
1386430,57153,150000,56994,56,175215.77
4355304,214020,127343,52463,32,1158929.62
4009395,61009,9127,59895,23,1037831.18
4107297,350082,118251,75165,49,1119756.46
2929737,361690,150000,32894,64,759262.3
2859786,484469,81163,21990,44,800623.82
1360714,172624,150000,42580,39,207716.5
512916,318415,118279,73230,33,31682.98
4335316,271941,101824,36087,36,1183835.95
4434453,348274,38664,8673,60,1266841.68
548844,71942,56795,38199,47,11741.18
3180342,118065,121729,32187,26,770481.19
3824656,276109,150000,69914,62,1000225.51
4522751,275877,36079,23553,30,1267966.75
2758845,446439,84225,52287,58,746856.86
1812033,389326,24259,43780,28,454995.84
3131531,157998,26571,88060,38,779968.18
3524024,159855,51119,82158,52,897187.82
3668282,83360,8009,1420,37,956970.46
1614474,167466,110210,47440,62,296178.48
553039,370522,61829,65876,22,64138.05
1561425,195868,38230,44310,64,311922.94
2490146,290431,111364,43953,40,608481.12
3157498,82104,56049,4987,30,781112.59
1769720,161508,101762,91598,29,331614.82
1327787,349060,123273,45517,59,259913.78
2135657,221404,119466,32456,61,477403.37
2182539,466783,150000,38180,45,557276.3
3771387,480699,119053,62237,45,1059488.35
1909813,265332,150000,90844,44,392901.91
1109210,91205,150000,85398,26,99323.54
2152026,232321,95018,57505,50,485729.09
232766,359493,32795,73206,30,9685.42
4950014,137837,113812,89782,59,1313288.18
4668653,444842,85411,79302,51,1333419.98
4874110,219779,39191,29681,38,1357205.3
1660235,141879,150000,8323,63,302262.79
1658316,10204,12453,67393,53,285066.29
1627197,223674,120848,47223,39,314433.6
4328784,189016,150000,96123,43,1122163.22
4833662,304264,150000,91354,25,1317130.46
4061460,102903,114165,60832,46,1034082.19
3253380,415874,49993,25247,49,910732.37
511385,299225,110780,98808,44,23612.58
3807323,256687,45706,84076,26,1016879.14
1133476,34986,150000,91373,59,91434.51
2128854,341466,150000,8484,24,510692.83
1009359,356963,91434,30682,62,177592.27
2412809,392159,150000,97243,46,587410.2
3150214,50304,50799,70459,35,750129.12
2401580,327736,119586,42019,33,590525.83
1694139,320692,60964,81456,60,373592.23
3209828,360591,150000,43263,42,843072.67
4352092,39986,97379,21938,33,1122501.43
1990146,336239,150000,54890,59,451306.44
269518,91594,109987,13319,37,0.0
376355,350425,61926,59432,56,24527.78
2116334,66151,3801,60772,59,450188.54
2964717,335742,150000,6900,45,770190.41
320243,290358,40144,67696,54,10543.57
3399039,300889,94478,16236,41,909234.77
1897818,173620,141220,64255,45,371580.46
2976374,141753,112364,56485,45,709574.74
2518620,138056,82819,62293,42,573007.97
3687379,158651,150000,6221,43,940620.41
2760837,352954,150000,25294,45,706211.06
3874942,234347,150000,10038,34,1021566.31
1284309,186005,18637,85187,34,215744.88
2629151,420615,44621,53649,46,710266.75
241743,162553,150000,23360,60,0.0
370948,944,47431,8255,50,842.71
3869021,93993,99937,68235,46,973390.7
701793,271258,56172,87464,58,71118.32
526284,301990,25437,48169,42,55570.94
2030314,214738,139221,372,59,446303.21
3977341,208920,145743,53179,59,1033449.77
468508,256805,23119,57649,54,32665.36
4785315,294740,150000,18898,45,1321680.98
1970403,104087,147351,50083,56,375041.47
4571272,468503,68835,23855,33,1332890.52
1476485,269051,135875,34758,49,280769.74
706995,255035,60805,9607,62,84056.54
2385454,159186,18201,74089,29,554533.2
2272723,287153,28634,5383,35,577468.01
3035743,346990,145832,60112,51,780558.17
765635,312385,141898,715,64,93164.66
727409,166797,86821,9837,47,64489.98
2380945,281140,45775,57886,51,587628.29
1801028,399263,126546,50699,30,420590.35
487635,497769,114090,79486,57,63300.22
783510,290911,74676,73528,27,91253.14
4922340,278491,6798,26817,52,1401571.39
4978972,102063,150000,49803,31,1312344.38
3311500,24102,77160,99354,48,775035.46
1893481,4263,77751,78893,24,332623.2
3261342,370729,150000,70278,51,853879.42
800198,67438,40888,60345,49,58011.82
597891,96359,49047,13369,53,30021.47
3281362,423756,109640,60428,24,892335.6
4894505,130251,102614,5044,46,1323534.58
3847965,494087,45955,65123,51,1109463.89
1241566,468942,133054,75824,51,257908.56
3924476,456985,150000,90914,47,1081250.66
1819282,171915,121298,7261,45,370543.06
3634078,27690,85490,18064,56,899562.77
3998196,2994,39265,75335,51,1002016.08
2035295,103533,46313,69058,63,420718.58
1270913,67546,44350,13690,57,188890.73
3497466,400593,146450,2057,64,959260.22
4641971,340716,109168,37589,43,1298210.16
1087099,26467,27924,14559,55,123577.9
3253407,246590,82593,13692,24,851358.14
4345295,131120,117490,48429,48,1134274.75
1617231,168050,7312,65738,62,323616.07
1731181,309750,30353,99245,61,385735.9
607974,474790,113744,16972,62,96625.98
3804724,360256,16192,41530,33,1070864.5
4527552,73414,148522,75073,21,1155139.75
1351882,355289,136504,67178,32,258488.57
1144131,180294,150000,1365,63,155394.72
2671321,48115,96548,65544,60,587291.33
900270,351750,98991,49683,46,133643.95
290417,40647,78711,94356,43,0.0
4822942,54607,150000,58896,42,1246019.74
1260560,450626,141367,99339,48,248189.76
392458,21996,6774,18001,37,4663.31
4918912,448137,115107,6722,26,1425908.64
2123782,83697,143262,20100,34,427164.5
4809409,308166,150000,17460,37,1333835.88
4096937,302292,72427,89523,58,1111431.05
1608791,67764,87513,61645,25,265947.86
2176850,354045,64014,69551,33,537366.96
4302553,352868,55256,68498,29,1203280.1
3300618,386910,98743,4840,64,907590.84
2931303,239190,150000,50064,62,716173.85
246250,8888,91190,86069,46,0.0
4205194,219738,150000,85990,33,1096349.9
1550850,432375,51715,48105,39,377022.36
675147,435413,7466,5699,37,131787.24
3217193,477542,17637,5922,36,934806.91
4085850,221432,130424,24919,50,1084804.97
2312368,361085,68745,58536,52,583805.66
2643445,417690,36317,26508,34,724872.72
1076336,279477,150000,87200,35,138407.26
4030415,36355,134150,97806,32,985861.97
2485221,230487,150000,25278,57,582014.16
3710043,129686,3543,14862,31,981653.09
4508760,467119,122790,13598,25,1299321.19
3670431,459474,51052,67434,31,1040962.73
4271867,162217,22064,88475,54,1138346.04
4112487,249602,72287,96824,39,1097609.14
1618060,249434,80442,24774,46,339230.74
4428087,365314,120550,52384,46,1230985.7
4428456,337819,14425,2822,37,1271096.74
4839022,180926,51481,37252,51,1327939.08
348725,67664,77347,90585,39,0.0
691215,86153,72317,87420,64,27067.25
2468693,93616,50530,13052,40,569002.82
4124152,297429,81099,83574,43,1117555.3
1108017,256349,25888,82511,45,181261.7
521898,410749,150000,13269,48,58630.62
885338,425840,150000,68577,57,130291.51
3702415,46996,150000,16551,32,907252.32
254745,309091,65836,69915,21,6660.42
1883032,421172,150000,7661,22,459121.42
2318219,313174,110478,64547,30,555786.82
2348185,451813,48990,72503,54,625093.56
245256,304587,86544,95406,52,3530.44
702264,128344,63627,60614,45,45524.34
3546145,229685,150000,81210,30,895321.44
1139695,327608,128345,85930,21,180344.74
2383955,128019,72843,13531,52,546187.2
1452390,135024,150000,21370,57,231205.73
2415995,450096,29251,53000,32,657958.08
679809,183273,150000,18565,38,43059.54
2850432,120454,74418,832,50,692838.43
4375282,124444,150000,46978,33,1131857.38
3717847,374319,52620,82941,23,1023860.76
1967413,304604,10040,10185,41,491959.1
4538586,153868,150000,3492,62,1205556.14
2773697,162818,137041,58238,34,644665.63
3800952,480001,13162,58859,60,1102586.78
2171277,15,65435,44630,30,432502.82
1144740,311901,118504,65824,22,186361.66
3246555,157029,74667,40584,57,815359.9
1396311,81541,128658,1076,31,210012.82
4644041,21292,5037,34139,21,1232760.98
342157,384838,60526,66610,46,23370.67
2487319,162948,87914,37702,62,577091.11
4988109,191799,145765,27535,33,1351461.7
1662603,47046,92162,98343,48,263372.93
1475029,14817,59090,63737,56,215909.93
3220791,484222,133523,63705,41,883828.92
336645,9759,65560,69810,30,0.0
1852131,179504,137034,28198,32,371717.74
1386837,268556,89552,95395,47,248179.15
542221,450973,16444,59113,23,89468.5
2635919,282648,40443,45760,48,673097.57
1379580,370644,147578,57840,22,271379.47
253687,270651,150000,35276,48,2031.22
2690272,21050,97229,77554,51,580800.17
2829137,398036,112314,61913,63,741919.15
